job_title,category,clean_job_title
Werkstudent (m/w/d) IT Logistik-Systeme,IT,"['working', 'student', 'information', 'technology', 'logistics', 'system']"
Softwareentwickler (m/w/d) JAVA / JEE für kundenspezifische Softwarelösungen,IT,"['software', 'developer', 'java', 'jee', 'customerspecific', 'software', 'solution']"
Junior-Systemadministrator (m/w/d) Schwerpunkt Windows Server,IT,"['system', 'administrator', 'focus', 'window', 'server']"
Java-Entwickler (m/w/d),IT,"['java', 'developer']"
Softwareentwickler (w/m/d) Networking Provider,IT,"['software', 'developer', 'networking', 'provider']"
SAP PS Berater (m/w/d) – SAP PS Consultant,IT,"['system', 'application', 'product', 'p', 'consultant', 'system', 'application', 'product', 'p', 'consultant']"
Senior Spezialist IT-Standardisierung (m/w/d),IT,"['specialist', 'information', 'technology', 'standardization']"
Frontend Entwickler (m/w/d) Frontend Developer-Frontend Anwendungsentwickler,IT,"['frontend', 'developmenteloper', 'frontend', 'developmenteloperfrontend', 'application', 'developmenteloper']"
Senior Hybris Software Engineer (m/w/d),IT,"['hybris', 'software', 'engineer']"
Vertriebsrepräsentant (m/w/d) der Region Mitte am Standort Essen,Marketing and Communication,"['sale', 'representative', 'central', 'region', 'essen', 'location']"
Trainee Sales DACH (m/w/d),Marketing and Communication,"['trainee', 'sale', 'dach']"
Praktikum - Softwareentwicklung,IT,"['internship', 'software', 'development']"
Informatiker/Mathematiker/Physiker als Software Test Engineer (m/w/d),IT,"['computer', 'scientist', 'mathematician', 'physicist', 'software', 'test', 'engineer']"
SAP Logistik Berater (w/m/d),IT,"['system', 'application', 'product', 'logistics', 'consultant']"
(Junior) IT-Administrator Prozessautomatisierung (m/w/d),IT,"['information', 'technology', 'administrator', 'process', 'automation']"
IT-Systemadministrator (m/w/d),IT,"['information', 'technology', 'system', 'administrator']"
Product Manager (m/w/d) Coffee Export & Border Business - befristet auf 12 Monate,Marketing and Communication,"['product', 'manager', 'coffee', 'export', 'border', 'business', 'limited', 'month']"
Java-Entwickler - Softwareentwicklung (w/m/d),IT,"['java', 'developer', 'software', 'development']"
Graduate Program SAP Financials,IT,"['graduate', 'program', 'system', 'application', 'product', 'financials']"
Softwareentwickler (m/w/d) Embedded Systems,IT,"['software', 'developer', 'embedded', 'system']"
Kundenberater (m/w/d) Diabetes-Fachgeschäft,Sales,"['customer', 'advisor', 'diabetes', 'specialist', 'shop']"
Projektmanager / ERP Spezialist (m/w/d) Microsoft Dynamics 365 FO,IT,"['project', 'manager', 'enterprise', 'resource', 'planning', 'specialist', 'microsoft', 'dynamic', 'fo']"
Sachbearbeiter (m/w/d) Kunden-Center,Sales,"['clerk', 'customer', 'center']"
PR-Berater / PR-Consultant (w/m/d) im Bereich B2B-Kommunikation,Marketing and Communication,"['public', 'relation', 'consultant', 'public', 'relation', 'consultant', 'field', 'business', 'business', 'communication']"
Junior IT Support Engineer (m/w/d) - Amazon Air - Schkeuditz,IT,"['information', 'technology', 'support', 'engineer', 'amazon', 'air', 'schkeuditz']"
"Referent IT Security – IT Security Manager / IT-Sicherheitsmanager (Informatiker, Wirtschaftsinformatiker, Fachinformatiker, Elektronikingenieur) bzw. Projektmanager / Berater IT-Sicherheit (w/m/d)",IT,"['information', 'technology', 'security', 'advisor', 'information', 'technology', 'security', 'manager', 'information', 'technology', 'security', 'manager', 'computer', 'scientist', 'business', 'informatics', 'specialist', 'information', 'technology', 'specialist', 'electronics', 'engineer', 'project', 'manager', 'information', 'technology', 'security', 'consultant']"
Einsteigerprogramm Vodafone Teamleiter-Anwärter (m/w/d) im Außendienst Privatkunden,Sales,"['vodafone', 'beginner', 'program', 'team', 'leader', 'candidate', 'field', 'service', 'private', 'customer']"
Director Level Sales Executive - Contact Centre/Digital Processing,Sales,"['director', 'level', 'sale', 'executive', 'contact', 'center', 'digital', 'processing']"
Mitarbeiter (m/w/d) im Bereich Öffentlichkeitsarbeit/ Kommunikation,Marketing and Communication,"['employee', 'field', 'public', 'relation', 'communication']"
Client Executive (m/f/d) Strategic Accounts - Professional Solutions Channel,Sales,"['client', 'executive', 'strategic', 'account', 'professional', 'solution', 'channel']"
Senior CRM Manager (m/w/d),Marketing and Communication,"['customer', 'relationship', 'management', 'manager']"
Werkstudententätigkeit im Bereich Future Infotainment and Connected Car ab April 2020,Marketing and Communication,"['working', 'student', 'activity', 'field', 'future', 'infotainment', 'connected', 'car']"
Online-Redakteur mit Schnittstelle zum Online-Marketing in Voll- oder Teilzeit (m/w/d),Marketing and Communication,"['fulltime', 'parttime', 'online', 'editor', 'interface', 'online', 'marketing']"
Data Warehouse Architect (m/w/d),IT,"['data', 'warehouse', 'architect']"
Softwarearchitekt (m/w/d) für Webanwendungen und mobile Apps,IT,"['software', 'architect', 'web', 'application', 'mobile', 'apps']"
Produktmanager (m/w/d) für die Marke FRANKEN BRUNNEN,Marketing and Communication,"['product', 'manager', 'brand', 'franken', 'brunnen']"
IT Security Specialist Business Applications (m/w/d),IT,"['information', 'technology', 'security', 'specialist', 'business', 'application']"
Bachelorand / Praktikant (m/w/d) Web Development,IT,"['bachelor', 'student', 'intern', 'web', 'development']"
Head of Sales / Verkaufsleiter (w/m/d) - Industrie,Sales,"['head', 'sale', 'industry']"
(Senior) Software Developer.NET (w/m/d) für internationale Kundenprojekte im Finanzumfeld,IT,"['software', 'developmenteloper.net', 'international', 'customer', 'project', 'financial', 'sector']"
Verkäufer / Bäckereifachverkäufer (m/w/d) - in Voll- oder Teilzeit - gerne auch Quereinsteiger​,Sales,"['salesperson', 'bakery', 'salesperson', 'fulltime', 'parttime', 'also', 'lateral', 'entrant']"
Key Account Manager (m/w/d),Sales,"['key', 'account', 'manager']"
IT Project- und Security-Manager (w/m/d),IT,"['information', 'technology', 'project', 'security', 'manager']"
Trainee (m/w/d) Produktmanagement – Privatkundengeschäft | Wirtschaftswissenschaften (VWL/BWL) / Finance & Banking / Wirtschaftsmathematik,Marketing and Communication,"['trainee', 'product', 'management', 'private', 'banking', 'economics', 'finance', 'banking', 'business', 'mathematics']"
Key Account Manager m/w/x,Sales,"['key', 'account', 'manager']"
Account Manager (m/w/d),Sales,"['account', 'manager']"
Webentwickler (m/w/d),IT,"['web', 'developer']"
"Mediaberater/in, Kundenbetreuer/in, Vertriebsmitarbeiter/in im B-to-B-Bereich in Vollzeit (m/w/d)",Sales,"['medium', 'consultant', 'customer', 'advisor', 'sale', 'representative', 'btob', 'area', 'fulltime']"
Manager*in (m/w/d) Reporting & Analytics,IT,"['reporting', 'analytics', 'manager']"
Fachexperte für IT-Portfolio und IT-Projektmanagement (m/w/d),IT,"['specialist', 'information', 'technology', 'portfolio', 'information', 'technology', 'project', 'management']"
Leiter Vertrieb (w/m/d) - Industrietechnik,Sales,"['head', 'sale', 'industrial', 'technology']"
IT Solution Architect Mobility & Automotive Services,IT,"['information', 'technology', 'solution', 'architect', 'mobility', 'automotive', 'service']"
Leiter (m/w/d) Vertriebsstützpunkt,Sales,"['head', 'sale', 'base']"
Informatikkaufleute/Fachinformatiker für Systemintegration (m/w/d),IT,"['information', 'technology', 'clerk', 'information', 'technology', 'specialist', 'system', 'integration']"
Trainee (m/w/d) Vertrieb Versicherung in Gießen,Sales,"['trainee', 'sale', 'insurance', 'giessen']"
Store Manager (m/w),Sales,"['store', 'manager']"
"Kundenbetreuer (m/w/d) in einer Haupt-/Generalvertretung im angestellten Versicherungsau&#223;endienst im Raum Freiburg, Emmendingen und M&#252;llheim",Sales,"['account', 'manager', 'main', 'agency', 'general', 'agency', 'employed', 'insurance', 'field', 'service', 'freiburg', 'emmendingen', 'müllheim', 'area']"
Fachinformatiker für Anwendungsentwicklung (m/w/d),IT,"['information', 'technology', 'specialist', 'application', 'development']"
(Senior) Analyst Kundenberatung und -betreuung (m/w/d) – Healthcare-Industrie,Sales,"['analyst', 'customer', 'advice', 'care', 'healthcare', 'industry']"
Teamleiter (m/w/d) Produktmanagement International - Medical Devices / Infection Prevention,Marketing and Communication,"['team', 'leader', 'product', 'management', 'international', 'medical', 'device', 'infection', 'prevention']"
Mitarbeiter Customer Service (m/w/div),Sales,"['customer', 'service', 'employee']"
Mitarbeiter Innendienst (m/w/d) im Bereich Gebäudetechnik,Sales,"['back', 'office', 'staff', 'field', 'building', 'technology']"
DevOps Engineer - System Integrator (m/w/d),IT,"['developmentops', 'engineer', 'system', 'integrator']"
Finance Data Quality Manager (m/f/d),Marketing and Communication,"['finance', 'data', 'quality', 'manager']"
Hochschulabsolvent – Fachinformatiker (m/w/d) Steuerberatung – Schwerpunkt Anwendungsentwicklung,IT,"['university', 'graduate', 'information', 'technology', 'specialist', 'tax', 'consultancy', 'focus', 'application', 'development']"
Projektmanager Digitalisierung (m-w),IT,"['project', 'manager', 'digitization', 'malefemale']"
Marktleiter/in (m/w/d),Sales,"['market', 'manager']"
Senior Prozessmanager (m/w/d) - Schwerpunkt CRM/ERP,IT,"['process', 'manager', 'focus', 'customer', 'relationship', 'management', 'enterprise', 'resource', 'planning']"
"Key Account Manager (m/w/d) Bereich Handwerk - Landsberg am Lech, Starnberg, Königsbrunn, Weilheim, Murnau am Staffelsee, Garmisch-Partenkirchen",Sales,"['key', 'account', 'manager', 'craft', 'department', 'landsberg', 'lech', 'starnberg', 'königsbrunn', 'weilheim', 'murnau', 'staffelsee', 'garmischpartenkirchen']"
Praktikanten (w/m/d) im Bereich Marktforschung/Marketing,Marketing and Communication,"['intern', 'field', 'market', 'research', 'marketing']"
Werkstudent (m/w/d) in der IT-Security,IT,"['working', 'student', 'information', 'technology', 'security']"
Softwareentwickler C# / .Net (m/w/d),IT,"['software', 'developer', 'c', '#', '.net']"
"Praktikant m/w/d im Marketing bei Daimler, Mercedes-Benz Nürnberg ab April 2020",Marketing and Communication,"['intern', 'marketing', 'daimler', 'mercedesbenz', 'nuremberg']"
Systemingenieur Robotik (m/w/d),IT,"['system', 'engineer', 'robotics']"
Praktikant im Bereich Produktmanagement (m/w/divers),Marketing and Communication,"['intern', 'field', 'product', 'management']"
Mitarbeiter im Kundenservice (m/w/d),Sales,"['customer', 'service', 'staff']"
Senior Consultant (m/w/d) – Process Mining,IT,"['consultant', 'process', 'mining']"
Business Partner mit Schwerpunkt Omni-Channel (m/w/d),Sales,"['business', 'partner', 'focus', 'omnichannel']"
"Abteilungsleiter Kundenmanagement Außendienst (m/w/d) Regionalbetrieb Köln, Einsatzgebiet Gießen",Sales,"['head', 'customer', 'management', 'field', 'service', 'regional', 'office', 'cologne', 'gießen', 'area']"
DUALES STUDIUM im Agenturvertrieb zum Bachelor of Arts (m/w/d) BWL – Versicherung,Sales,"['dual', 'study', 'agency', 'sale', 'bachelor', 'art', 'business', 'administration', 'insurance']"
Vertriebssachbearbeiter (m/w/d) im Innen- und Außendienst für die Gebäudedienstleistung in Krefeld,Sales,"['internal', 'external', 'sale', 'clerk', 'building', 'service', 'krefeld']"
Vertriebsassistenz (m/w/d) Vermögen und Vorsorge - befristet für 2 Jahre,Sales,"['sale', 'assistant', 'asset', 'pension', 'limited']"
Praktikant/Werkstudent (m/w/d) im Bereich Communications,Marketing and Communication,"['intern', 'working', 'student', 'field', 'communication']"
Systemadministrator (w/m/d) Notruf-Leitstellen,IT,"['system', 'administrator', 'emergency', 'control', 'center']"
Einsteiger Business Intelligence & Analytics Professional (m/w),IT,"['beginner', 'business', 'intelligence', 'analytics', 'professional']"
Software Developer (m/f/d) for the 1&1 IONOS Control Panel,IT,"['software', 'developmenteloper', 'ionos', 'control', 'panel']"
Software-Architekt (w/m/d),IT,"['software', 'architect']"
(Junior) Consultant (w/m/d) für Business Intelligence,IT,"['consultant', 'business', 'intelligence']"
Softwareentwickler (m/w/d) Java EE / Spring für SCRUM Projekte im Umfeld Mobility Services / Connected Car,IT,"['software', 'developer', 'java', 'ee', 'spring', 'sconversion', 'rateum', 'project', 'mobility', 'service', 'connected', 'car', 'environment']"
Vertriebsassistent (m/w/d),Sales,"['sale', 'assistant']"
Marketing Manager als Business Partner Marketing (w/m/d),Marketing and Communication,"['marketing', 'manager', 'business', 'partner', 'marketing']"
Mitarbeiter im Bereich IT-Systemadministrator Business Applikationen (m/w/d),IT,"['information', 'technology', 'system', 'administrator', 'business', 'application']"
Produktmanager - pflanzliche Lebensmittel (m/w/d),Marketing and Communication,"['product', 'manager', 'plant', 'food']"
Praktikant (m/w/divers) im Bereich Marketing - Digital Communication Maggi,Marketing and Communication,"['internship', 'marketing', 'digital', 'communication', 'maggi']"
Fachinformatiker (m/w/d) Systemintegration,IT,"['information', 'technology', 'specialist', 'system', 'integration']"
Produktberater individuelle Datenverarbeitung / integrierter Datenhaushalt (w/m/d),IT,"['product', 'advisor', 'individual', 'data', 'processing', 'integrated', 'data', 'management']"
1. Hauptsachbearbeiter/-in (m/w/d) Überwachungsstelle des Bundes für Barrierefreiheit von Informationstechnik,IT,"['.', 'main', 'clerk', 'federal', 'monitoring', 'agency', 'accessibility', 'information', 'technology']"
Mitarbeiter (m/w/d) im Bereich Vertriebsinnendienst für elektromechanische Bauelemente und Kabelkonfektionen (in Teil- oder Vollzeit),Sales,"['employee', 'internal', 'sale', 'department', 'electromechanical', 'component', 'cable', 'assembly', 'parttime', 'fulltime']"
Experte (m/w/d) Agile Working & Trainingssupport,IT,"['expert', 'agile', 'working', 'training', 'support']"
Studentische Aushilfe (m/w/d) Public Affairs,Marketing and Communication,"['student', 'assistant', 'public', 'affair']"
Hardwareentwickler (m/w/d),IT,"['hardware', 'developer']"
"Junior Manager (m/w/d) in einer internationalen Sprachschule (Marketing, Tourismus, Quereinsteiger)",Marketing and Communication,"['manager', 'international', 'language', 'school', 'marketing', 'tourism', 'career', 'changer']"
Informatiker (w/m/d) Infrastruktur & Second-/Third-Level-Support / Helpdesk,IT,"['information', 'technology', 'infrastructure', 'second', 'third', 'level', 'support', 'help', 'desk']"
Technischer Kundenberater (m/w/d) für Haufe Business Lösungen,Sales,"['technical', 'customer', 'advisor', 'haufe', 'business', 'solution']"
Head of Sales Mobile Advertising (M/F/D),Sales,"['head', 'sale', 'mobile', 'advertising']"
"Senior Frontend-Webentwickler (HTML, CSS, JQUERY) (m/w/d)",IT,"['frontend', 'web', 'developmenteloper', 'hypertext', 'markup', 'language', 'computer', 'science', 'jquery']"
Software-Entwickler für ein Testautomatisierungs-Framework in der Automobilbranche (m/w/d),IT,"['software', 'developer', 'test', 'automation', 'framework', 'automotive', 'industry']"
Filialleiter (m/w/d),Sales,"['branch', 'manager']"
Außendienstmitarbeiter (m/w/d),Sales,"['sale', 'representative']"
Kundenberater Vertrieb (m/w/d) Mobilfunk (Voll- und Teilzeit),Sales,"['customer', 'advisor', 'sale', 'mobile', 'communication', 'full', 'part', 'time']"
Data Engineer (m/w/d),IT,"['data', 'engineer']"
Data Analyst (m/f/d),IT,"['data', 'analyst']"
SCRUM Master Healthcare (m/w/d),IT,"['sconversion', 'rateum', 'master', 'healthcare']"
Verkäufer (m/w/d) für 1 Jahr befristet in Teilzeit,Sales,"['seller', 'limited', 'parttime']"
Softwareentwickler C# / .NET (m/w/d),IT,"['software', 'developer', 'c', '#', '.net']"
Einsteigerprogramm Vodafone Teamleiter-Anwärter (m/w/d) im Außendienst Privatkunden,Sales,"['vodafone', 'beginner', 'program', 'team', 'leader', 'candidate', 'field', 'service', 'private', 'customer']"
