,job_title,category,clean_job_title
6250,Manager IT Operations / Systemadministrator (m/w/d),IT,IT Operations Manager / System Administrator
6251,Mitarbeiter (m/w/d) Vertriebsinnendienst Schwerpunkt Auftragsabwicklung,Sales,"Internal sales staff, focus on order processing"
6252,Telefonischer Kundenberater (m/w/d) im In- oder Outbound,Sales,Telephone customer advisor in inbound or outbound
6253,Sales Engineer (m/w/d) / Außendienst - Gebiet Österreich,Sales,Sales Engineer / Field Service - Area Austria
6254,Teamleiter Kundenbetreuung (m/w/d),Sales,Team leader customer care
6255,Vertriebsmitarbeiter (m/w) für Stahlprodukte in Deutschland,Sales,Sales representative for steel products in Germany
6256,Associate Consultant SAP C/4HANA Manufacturing (m/w/d),IT,Associate Consultant SAP C / HANA Manufacturing
6257,"Area Sales Manager (m/w/d), Region Süd",Sales,"Area Sales Manager, Region South"
6258,Softwareentwickler (m/w/d) mit dem Schwerpunkt Videoverteilung,IT,Software developer with a focus on video distribution
6259,Account Manager im Außendienst d/m/w bei codesi / dress&safe,Sales,Account manager in the field d / m / w at codesi / dress & safe
6260,Sales Professional im Außendienst (m/w/d),Sales,Sales professional in the field
6261,Area Sales Manager Frankreich (B2B) (m/w/d) für die Metallindustrie,Sales,Area Sales Manager France (BB) for the metal industry
6262,Vermieter mit Springerfunktion (m/w/d),Sales,Landlord with a jumper function
6263,Software Entwickler JavaScript/SQL (m/w/d),IT,Software developer JavaScript / SQL
6264,Außendienstmitarbeiter (m/w/d) Reisegebiet Hessen,Sales,Sales representative for the Hesse region
6265,Junior Sales Manager (d/m/w),Sales,Junior Sales Manager
6266,Data Analyst (m/w/d),IT,Data analyst
6267,(Associate) Expert Configuration Management (m/w/d),IT,(Associate) Expert Configuration Management
6268,Systemadministrator (m/w/d),IT,System administrator
6269,Marketing-Assistenz (m/w/d),Marketing and Communication,Marketing assistant
6270,Cloud-Backendentwickler (w/m/d),IT,Cloud backend developer
6271,Data Warehouse Reporting Specialist (w/m/d),IT,Data warehouse reporting specialist
6272,Kundenservicemitarbeiter (m/w/d),Sales,Customer service representative
6273,Fachverkäufer PC/Multimedia (m/w/d),Sales,Specialist salesman PC / multimedia
6274,Head of Software Engineering (m/f/d),IT,Head of Software Engineering
6275,Junior IT-Supporter (m/w/d) für den 1st Level Helpdesk,IT,Junior IT supporter for the 1st level helpdesk
6276,Junior Consultant für internationale IT Projekte (w/m/d),IT,Junior consultant for international IT projects
6277,Duales Studium zum Bachelor of Engineering Praktische Informatik (m/w/d),IT,Dual studies for the Bachelor of Engineering Practical Computer Science
6278,Sachbearbeiter Öffentlichkeitsarbeit (m/w/d),Marketing and Communication,Public relations clerk
6279,IT-Administrator,IT,IT administrator
6280,Projektmanager myCompetence (w/m/d),IT,Project manager myCompetence
6281,Sachbearbeiter (m/w/d) Stammdaten für Hotelleistungen in Voll- oder Teilzeit,Sales,Master data clerk for full-time or part-time hotel services
6282,Account Manager (w/m/d),Sales,account Manager
6283,Mitarbeiter IT-Projektmanagement Weiterentwicklung E-Government (m/w/d),IT,"Employee in IT project management, further development of e-government"
6284,Enterprise Architect (m/w/d),IT,Enterprise Architect
6285,Auslieferungsfahrer (w/m/d),Sales,Delivery driver
6286,Customer Services Manager (m/f/d),Sales,Customer Services Manager
6287,Junior Sales Manager (m/w/d) für Unternehmenskunden im Smart Energy Startup,Sales,Junior Sales Manager for corporate customers in the Smart Energy Startup
6288,Softwareentwickler Java / JavaScript Standort Zwickau (m/w/d),IT,Software developer Java / JavaScript in Zwickau
6289,Fachinformatiker Systemintegration / IT-Systemtechniker (m/w/d),IT,IT specialist system integration / IT system technician
6290,Vertriebsmanager national Drogerie/LEH (m/w/d),Sales,Sales manager national drugstore / food retail
6291,Vertriebsassistenz (m/w/d) Kreditgeschäft - befristet für 24 Monate,Sales,Sales assistant lending business - limited to months
6292,"Praktikum im Bereich Media, Social Media, Search Engine Advertising und Content Optimization ab März 2020",Marketing and Communication,"Internship in the field of media, social media, search engine advertising and content optimization from March"
6293,Bestandskundenmanager (m/w/d),Sales,Existing customer manager
6294,Kundenberater (m/w/d) Privatkunden Krankenversicherung,Sales,Customer advisor for private customers health insurance
6295,Data Analyst / Data Scientist (f/m/d),IT,Data Analyst / Data Scientist
6296,Junior Account Manager (w/m/d),Sales,Junior Account Manager
6297,Senior Expert Public Key Infrastructure (PKI) (m/w/d),IT,Senior Expert Public Key Infrastructure (PKI)
6298,Social-Media-Manager,Marketing and Communication,Social media manager
6299,Filialleitung (m/w/d),Sales,Branch management
6300,Bezirksleiter (m/w/d),Sales,District Manager
6301,IT Tech Controller (m/w/d),IT,IT Tech Controller
6302,Senior Art Director 360° Communication & Branding (m/w/d),Marketing and Communication,Senior Art Director ° Communication & Branding
6303,Office IT-Systemadministrator (m/w/d),IT,Office IT system administrator
6304,Berufseinsteiger (m/w/d) IT Support - 1st und 2nd Level Helpdesk,IT,Entry level IT support - st and nd level helpdesk
6305,Datenbankentwickler (m/w/d),IT,Database developer
6306,PHP Teamleiter (m/w/d) Fullstack für ein neues Produkt,IT,PHP team leader full stack for a new product
6307,Embedded Software Engineer (C++) (m/w/d),IT,Embedded Software Engineer (C ++)
6308,Filialleiter (m/w/d),Sales,Branch manager
6309,Web Developer (m/w/d) als TYPO3 / Magento- und Shopware-Entwickler,IT,Web developer as TYPO / Magento and Shopware developer
6310,Praktikum im Bereich Software Testing - Test Automation,IT,Internship in the field of software testing - test automation
6311,Fachinformatiker (d/m/w) Systemintegration,IT,IT specialist system integration
6312,Full Stack Developer (m/f/d),IT,Full stack developer
6313,Projektmanager (w/m/d) – Operational Excellence,Sales,Project Manager - Operational Excellence
6314,Senior System Engineer MSSQL Server (m/w/d),IT,Senior System Engineer MSSQL Server
6315,Gebietsleiter Straßenbaustoffe (m/w/d),Sales,Area Manager Road Construction Materials
6316,Selbstständiger Immobilienmakler / Immobilienberater (m/w/d) Home-Office,Sales,Self-employed real estate agent / home office real estate consultant
6317,SAP MDG / MDM Inhouse Berater (m/w/d),IT,SAP MDG / MDM in-house consultant
6318,Senior Consultant Regulatorik (m/w/d),IT,Senior Consultant Regulatory Affairs
6319,Werkstudenten für den Vertrieb (m/w/d),Sales,Working students for sales
6320,Visual Merchandising Koordinator (m/w/d),Marketing and Communication,Visual merchandising coordinator
6321,"IT Business Application Lead (m/f/d), Genesis",IT,"IT Business Application Lead, Genesis"
6322,Leitung Kundenservice (m/w/d),Sales,Head of customer service
6323,Werkstudent - Sales Planning and Analysis (m/w/divers),IT,Working Student - Sales Planning and Analysis
6324,(Junior) Online Mediaplanner (m/w/d) - Key Account Management,Marketing and Communication,(Junior) Online Media Planner - Key Account Management
6325,IT-Projektleiter (m/w/d),IT,IT project manager
6326,Senior Softwareentwickler Java EE (m/w/d),IT,Senior software developer Java EE
6327,IT Consultant w/m/d - Linux / DevOps,IT,IT Consultant f / m / d - Linux / DevOps
6328,Senior Solution Architect IT-Architekt (w/m/d)* SAP Retail,IT,Senior Solution Architect IT Architect * SAP Retail
6329,"Online Marketing Manager (m/w/d) - Display, Native and Paid Social Media Advertising International",Marketing and Communication,"Online Marketing Manager - Display, Native and Paid Social Media Advertising International"
6330,IT Systems Engineer Identity and Access Management (IAM) (m|w|d),IT,IT Systems Engineer Identity and Access Management (IAM) (m | f | d)
6331,Java-Entwickler (m/w/d) DevOps Web,IT,Java developer DevOps Web
6332,Filialleiter (m/w/d) Diabetes-Fachgeschäft,Sales,Branch manager diabetes specialty store
6333,Abschlussarbeit Untersuchung zur schallbasierten Objektklassifikation mit Deep Learning Verfahren,IT,Final thesis investigation into sound-based object classification using deep learning methods
6334,Referent/in (m/w/x) für Text & Konzeption (Vollzeit oder Teilzeit),Marketing and Communication,Speaker for text & conception (full-time or part-time)
6335,Fachinformatiker Systemintegration (m/w/d),IT,IT specialist system integration
6336,Node.js/React Fullstack Developer (m/f/d) Versicherungscenter,IT,Node.js / React Fullstack Developer Insurance Center
6337,Vertrieb im Außendienst (w/m/d),Sales,Sales in the field
6338,Gartencenterleiter (m/w/d),Sales,Garden center manager
6339,IT-Koordinator (m/w/d),IT,IT coordinator
6340,Sales Manager im Außendienst d/m/w,Sales,Sales manager in the field d / m / f
6341,Team Leader Business Service Management (m/w/d),IT,Team Leader Business Service Management
6342,Data Warehouse Reporting Specialist (w/m/d),IT,Data warehouse reporting specialist
6343,Senior Art Director 360° Communication & Branding (m/w/d),Marketing and Communication,Senior Art Director ° Communication & Branding
6344,Bezirksleiter LEH & Drogeriemärkte (m/w/d),Sales,District manager food retail & drugstore
6345,(Senior) IT-Continuity Consultant (m/w/d),IT,(Senior) IT Continuity Consultant
6346,Senior Engineer VMware & Hybrid Cloud (m/w/d),IT,Senior Engineer VMware & Hybrid Cloud
6347,"Project Manager (m/w/d) Software Implementation, CRM Systems",IT,"Project Manager Software Implementation, CRM Systems"
6348,iOS Developer (m/w/d),IT,iOS developer
6349,(Senior) IT Consultant for Project Portfolio Management (m/w/x),IT,(Senior) IT Consultant for Project Portfolio Management
6350,Marketing Manager (m/w/d),Marketing and Communication,Marketing Manager
6351,Werkstudent (m/w/d) für IoT-Technologien der Sicherheitstechnik - befristet - Dräger Safety AG & Co. KGaA - Job-ID V000003032,IT,Working student for IoT technologies in safety technology - temporary - Dräger Safety AG & Co. KGaA - Job-ID V
6352,IT-Service Delivery Manager (w/m/d) für den Netzwerk- und End User-Service,IT,IT service delivery manager for network and end user service
6353,Werkstudent Unterstützung HR-Systems (w/m/d),IT,Working student support HR systems
6354,Expert Business Intelligence (m/w/d),IT,Expert business intelligence
6355,"Außendienstmitarbeiter (m/w/d) im Bereich Handwerk - Dortmund Süd, Schwerte, Hagen",Sales,"Sales representative in the craft sector - Dortmund Süd, Schwerte, Hagen"
6356,Teamleiter Business Intelligence (w/m/d),IT,Business Intelligence team leader
6357,(Inhouse) Senior SAP Business Intelligence Consultant(m/w/d) BW4/HANA/SAC,IT,(Inhouse) Senior SAP Business Intelligence Consultant BW / HANA / SAC
6358,Praktikum Globale Kommunikation (m/w/d),Marketing and Communication,Global communication internship
6359,SAP Entwickler (m/w/d) ABAP,IT,SAP developer ABAP
6360,Area Sales Manager (m/w/d) im Außendienst,Sales,Area Sales Manager in the field
6361,Junior Kundenbetreuer (m/w/d),Sales,Junior account manager
6362,IT-Leiter (m/w/d),IT,Head of IT
6363,Group Senior Online Professional (m/w/d),Marketing and Communication,Group Senior Online Professional
6364,Java Entwickler (m/w/d) Software Engineer Java - Java EE Developer,IT,Java Developer Software Engineer Java - Java EE Developer
6365,Senior Consultant (w/m/d) IT-Beratung und Prüfung mit Schwerpunkt Banken oder Versicherungen - Advisory (Financial Services),IT,Senior Consultant IT consulting and auditing with a focus on banks or insurance companies - Advisory (Financial Services)
6366,Volontär Kommunikation (w/m/d) 2020,Marketing and Communication,Volunteer communication
6367,Sales Representative / Außendienstmitarbeiter (m/w/d) Klinische Chemie / POCT / Notfallmedizin,Sales,Sales Representative / Field Service Representative Clinical Chemistry / POCT / Emergency Medicine
6368,Prozessarchitekt (m/w/d) IT - Berechtigungsmanagement,IT,Process architect IT - authorization management
6369,Trainee Media Activation (m/f/d),Marketing and Communication,Media Activation trainee
6370,Produktmanager (m/w/d)* Krankenversicherung,Marketing and Communication,Product manager * health insurance
6371,Vertriebsmitarbeiter (m/w/d) für Telefonvertrieb im B2B-Bereich - Telesales Representative,Sales,Sales representative for telephone sales in the BB area - Telesales Representative
6372,"Software­entwickler / Entwicklungs­ingenieur (m/w/d) im Bereich Embedded Software C / C++, C# oder Java",IT,"Software developer / development engineer in the field of embedded software C / C ++, C # or Java"
6373,Marktleiter (m/w/d),Sales,Store manager
6374,Werkstudent (m/w/d) PHP Entwicklung,IT,Working student PHP development
6375,Verkäufer Food Fleisch (m/w/d),Sales,Seller food meat
6376,Verkaufsleiter (m/w/d) Tiefbau,Sales,Sales manager civil engineering
6377,"Account Manager (w/m/d) im Vertriebsaußendienst Raum Passau, Pfarrkirchen, Eggenfelden",Sales,"Account Manager in the field sales force in the Passau, Pfarrkirchen, Eggenfelden area"
6378,Senior Consultant / Manager Digital HR Transformation (w/m/d),IT,Senior Consultant / Manager Digital HR Transformation
6379,Volontär (m/w/d) im Bereich digitaler Journalismus ab 1. Juni 2020,Marketing and Communication,Volunteer in the field of digital journalism. June
6380,Senior Softwareentwickler Web-Frontends Public Sector (m/w/d),IT,Senior software developer for web frontends in the public sector
6381,Ausbildung zum Fachinformatiker (w/m/d) mit Schwerpunkt Anwendungsentwicklung,IT,Training as an IT specialist with a focus on application development
6382,Fachpraktikant Marketingkommunikation (m/w/d),Marketing and Communication,Intern in Marketing Communication
6383,Verkäufer / Möbelverkäufer (m/w/d),Sales,Seller / furniture seller
6384,Softwareentwickler (m/w/d),IT,Software developer
